customer_ref,application_id,application_hour,application_day_of_week,account_open_year,preferred_contact,referral_code,account_status_code,num_login_sessions,num_customer_service_calls,has_mobile_app,paperless_billing,age,annual_income,employment_length,employment_type,education,marital_status,num_dependents,monthly_income,existing_monthly_debt,monthly_payment,debt_to_income_ratio,debt_service_ratio,payment_to_income_ratio,credit_utilization,revolving_balance,credit_usage_amount,available_credit,total_monthly_debt_payment,annual_debt_payment,loan_to_annual_income,total_debt_amount,monthly_free_cash_flow,state,regional_unemployment_rate,regional_median_income,regional_median_rent,housing_price_index,cost_of_living_index,loan_type,loan_amount,loan_term,interest_rate,loan_purpose,loan_to_value_ratio,origination_channel,loan_officer_id,marketing_campaign,credit_score,num_credit_accounts,oldest_credit_line_age,oldest_account_age_months,total_credit_limit,num_delinquencies_2yrs,num_inquiries_6mo,recent_inquiry_count,num_public_records,num_collections,account_diversity_index
107136,613916,18,0,2022,Email,REF0000,Active2,6,1,1,1,29,50800.0,2.6,Full-time,Graduate,Married,0,4233.0,1648.0,1465.64,0.736,0.7355055118110237,0.346,0.103,6808.3,6808.3,59291.7,3113.6400000000003,37363.68000000001,4.710629921259843,246108.3,1119.69,CA,5.4,75000.0,1830.0,160.0,120.0,Mortgage,239300.0,360,6.2,Refinance,0.818,Online,1046,I,727,8,11.0,132.0,66100.0,0.0,2,2,0,0,0.239
107137,639527,14,6,2013,Email,REF0000,A01,9,2,1,1,45,59600.0,4.0,Full-time,High School,Married,1,4966.67,1119.43,418.72,0.31,0.3096946308724832,0.084,0.257,45386.2,45386.2,131213.8,1538.15,18457.800000000003,0.32046979865771813,64486.2,3428.52,MA,4.5,81000.0,1980.0,147.0,126.0,Personal,19100.0,60,11.36,Major Purchase,0.0,Online,1098,O,754,10,7.3,87.6,176600.0,0.0,0,0,0,0,0.268
107138,580854,14,1,2011,Phone,REF0000,Active3,6,2,0,0,34,46900.0,3.5,Full-time,Bachelor,Married,2,3908.33,1202.01,282.0,0.38,0.3797040511727079,0.072,0.362,13140.6,13140.6,23159.4,1484.01,17808.12,0.20042643923240938,22540.6,2424.32,FL,4.9,55000.0,1500.0,120.0,92.0,Credit Card,9400.0,0,17.34,Revolving Credit,0.0,Broker,1085,J,786,5,10.6,127.19999999999999,36300.0,0.0,1,1,0,0,0.262
107139,612893,3,0,2012,Email,REF0000,Active3,12,1,0,1,41,20000.0,1.2,Part-time,Advanced,Married,1,1666.67,431.86,294.0,0.436,0.435516,0.176,0.32,16896.0,16896.0,35904.0,725.86,8710.32,0.49,26696.0,940.81,WA,4.8,78000.0,1880.0,156.0,125.0,Credit Card,9800.0,0,17.87,Revolving Credit,0.0,Broker,1052,B,764,7,14.7,176.39999999999998,52800.0,0.0,0,0,0,0,0.379
107140,572560,15,5,2013,Email,REF0000,Active2,15,2,1,0,42,48100.0,1.4,Full-time,Bachelor,Married,0,4008.33,930.53,165.0,0.273,0.2733130977130977,0.041,0.68,82144.0,82144.0,38656.0,1095.53,13146.36,0.11434511434511435,87644.0,2912.8,NY,5.3,72000.0,2180.0,138.0,111.0,Credit Card,5500.0,0,17.87,Revolving Credit,0.0,Online,1004,D,766,11,12.6,151.2,120800.0,0.0,2,2,0,0,0.268
107141,604458,14,3,2016,Email,REF0000,Active2,7,2,1,1,45,43100.0,3.7,Full-time,Bachelor,Married,3,3591.67,258.66,1910.11,0.604,0.6038338747099768,0.532,0.387,33475.5,33475.5,53024.5,2168.77,26025.239999999998,7.0116009280742455,335675.5,1422.8966666666665,PA,4.7,61000.0,1490.0,89.0,83.0,Mortgage,302200.0,360,6.5,Home Purchase,0.778,Broker,1017,X,675,13,9.5,114.0,86500.0,0.0,1,1,0,0,0.347
107142,641958,6,5,2017,Email,REF0000,Active3,7,0,1,1,29,46400.0,0.4,Full-time,Graduate,Married,1,3867.0,222.64,1094.27,0.341,0.34058017241379307,0.283,0.334,34001.2,34001.2,67798.8,1316.91,15802.919999999998,5.161637931034483,273501.2,2549.76,GA,4.7,58000.0,1220.0,109.0,93.0,Mortgage,239500.0,360,3.64,Home Purchase,0.868,Broker,999,M,798,9,11.0,132.0,101800.0,0.0,3,3,1,0,0.269
107143,582598,6,5,2014,Email,REF0000,A01,9,1,0,0,37,46800.0,2.3,Full-time,Bachelor,Divorced,1,3900.0,957.28,520.99,0.379,0.37904358974358976,0.134,0.466,38911.0,38911.0,44589.0,1478.27,17739.239999999998,0.5064102564102564,62611.0,2421.73,NC,4.5,54000.0,1330.0,118.0,97.0,Personal,23700.0,60,11.48,Major Purchase,0.0,Online,1055,M,718,15,8.8,105.60000000000001,83500.0,0.0,0,0,0,0,0.474
107144,578642,8,4,2013,Email,REF0000,Active2,8,2,1,0,35,44800.0,2.9,Full-time,High School,Single,0,3733.33,1394.72,462.0,0.497,0.49733571428571427,0.124,0.466,19805.0,19805.0,22695.0,1856.72,22280.64,0.34375,35205.0,1876.6133333333335,FL,4.7,55000.0,1320.0,111.0,85.0,Credit Card,15400.0,0,16.98,Revolving Credit,0.0,Direct Mail,1086,P,666,8,10.4,124.80000000000001,42500.0,0.0,1,1,0,0,0.244
107145,606421,10,5,2019,Email,REF6849,A01,6,0,0,0,33,89900.0,9.7,Full-time,Graduate,Married,2,7491.67,834.07,377.8,0.162,0.16176240266963293,0.05,0.514,0.0,32793.2,31006.800000000003,1211.87,14542.440000000002,0.9254727474972191,115993.2,6279.8,CA,5.0,75000.0,1780.0,148.0,124.0,Mortgage,83200.0,360,3.59,Home Purchase,0.683,Online,1050,E,777,12,15.0,180.0,63800.0,0.0,2,2,0,0,0.449
107146,609223,2,0,2022,Email,REF0000,A01,7,3,1,1,36,42900.0,0.2,Full-time,Graduate,Single,0,3575.0,1255.86,586.35,0.515,0.5153034965034965,0.164,0.119,13316.1,13316.1,98583.9,1842.21,22106.52,0.627039627039627,40216.1,1732.79,MA,4.7,81000.0,1960.0,157.0,130.0,Personal,26900.0,60,11.11,Medical,0.0,Online,1094,Z,755,9,18.0,216.0,111900.0,0.0,1,1,1,0,0.394
107147,636991,3,2,2023,Email,REF0000,A01,5,0,1,0,25,31400.0,7.9,Full-time,High School,Single,0,2617.0,976.56,1358.43,0.892,0.8923528662420381,0.519,0.862,33618.0,33618.0,5382.0,2334.99,28019.879999999997,6.923566878980892,251018.0,281.68,MD,4.2,84000.0,1800.0,126.0,118.0,Mortgage,217400.0,360,6.39,Home Purchase,0.673,Broker,1076,X,691,11,7.0,84.0,39000.0,0.0,0,0,0,0,0.292
107148,624867,5,2,2019,Email,REF0000,Active,18,4,0,1,47,90200.0,2.9,Full-time,Advanced,Married,1,7517.0,1316.6,349.24,0.222,0.22161951219512194,0.046,0.512,99276.8,99276.8,94623.2,1665.84,19990.079999999998,0.11862527716186252,109976.8,5850.826666666667,NC,4.0,54000.0,1310.0,108.0,96.0,Personal,10700.0,36,10.79,Major Purchase,0.0,Online,1046,F,793,14,13.2,158.39999999999998,193900.0,0.0,1,1,0,0,0.44
107149,604590,1,0,2013,Phone,REF7022,Active3,9,1,1,1,33,20700.0,3.6,Full-time,High School,Single,1,1725.0,604.13,355.43,0.556,0.5562666666666667,0.206,0.265,9646.0,9646.0,26754.0,959.56,11514.72,0.7536231884057971,25246.0,765.44,TX,4.3,61000.0,1420.0,99.0,80.0,Personal,15600.0,60,13.06,Debt Consolidation,0.0,Branch,1000,O,665,10,5.7,68.4,36400.0,0.0,0,0,0,0,0.215
107150,546817,15,2,2014,Email,REF0000,Active,8,1,1,0,38,35300.0,6.0,Full-time,High School,Divorced,0,2941.67,481.46,564.79,0.356,0.3556657223796034,0.192,0.596,18833.6,18833.6,12766.4,1046.25,12555.0,0.6118980169971672,40433.6,1895.4166666666665,NY,5.2,72000.0,2150.0,146.0,125.0,Personal,21600.0,48,11.62,Debt Consolidation,0.0,Online,1004,B,716,11,14.4,172.8,31600.0,0.0,1,1,0,0,0.412
107151,623439,0,5,2012,Email,REF0000,Active2,12,0,1,0,40,32100.0,4.2,Full-time,High School,Married,1,2675.0,149.19,464.15,0.229,0.22928598130841119,0.174,0.788,30810.8,30810.8,8289.2,613.3399999999999,7360.079999999999,0.4423676012461059,45010.8,2061.66,IL,5.7,65000.0,1910.0,103.0,90.0,Personal,14200.0,36,10.89,Home Improvement,0.0,Online,1063,L,701,4,17.0,204.0,39100.0,0.0,1,1,0,0,0.373
107152,618239,17,3,2018,Email,REF0000,Active3,8,3,1,1,36,72900.0,7.9,Full-time,Some College,Single,0,6075.0,1581.24,2039.37,0.596,0.5959851851851852,0.336,0.442,52023.4,52023.4,65676.6,3620.61,43447.31999999999,5.331961591220851,440723.4,2454.39,TN,4.2,53000.0,1390.0,101.0,87.0,Mortgage,388700.0,360,4.8,Home Purchase,0.786,Online,1071,Z,712,3,12.5,150.0,117700.0,0.0,1,1,1,1,0.258
107153,643168,13,3,2023,Email,REF6835,Active3,8,1,1,1,29,56000.0,3.1,Full-time,Graduate,Married,2,4666.67,673.5,363.0,0.222,0.22210714285714284,0.078,0.213,19894.2,19894.2,73505.8,1036.5,12438.0,0.21607142857142858,31994.2,3630.166666666667,NY,5.0,72000.0,1770.0,144.0,114.0,Credit Card,12100.0,0,17.8,Revolving Credit,0.0,Online,1002,T,746,2,11.0,132.0,93400.0,0.0,2,2,0,0,0.236
107154,568499,23,5,2021,Mail,REF0000,Active3,14,2,0,1,52,23100.0,1.0,Self-employed,Some College,Married,0,1925.0,551.14,203.8,0.392,0.3921766233766234,0.106,0.122,5917.0,5917.0,42583.0,754.94,9059.28,0.33766233766233766,13717.0,1170.06,MO,4.3,55000.0,1320.0,88.0,71.0,Personal,7800.0,48,11.58,Debt Consolidation,0.0,Online,1059,T,700,6,11.4,136.8,48500.0,0.0,1,1,0,0,0.314
107155,611343,11,0,2017,Email,REF0000,A01,13,3,1,0,44,107900.0,10.2,Full-time,Advanced,Married,0,8991.67,1135.48,30.5,0.13,0.1296734012974977,0.003,0.332,46247.6,46247.6,93052.4,1165.98,13991.76,0.011121408711770158,47447.6,7825.6866666666665,AZ,4.9,58000.0,1440.0,116.0,91.0,Personal,1200.0,48,10.12,Medical,0.0,Online,1083,G,768,8,16.8,201.60000000000002,139300.0,0.0,1,1,0,0,0.428
107156,563107,0,2,2011,Phone,REF7808,Active3,3,0,1,1,31,30100.0,1.8,Full-time,High School,Single,0,2508.33,451.13,86.14,0.214,0.2141940199335548,0.034,0.604,47534.8,47534.8,31165.2,537.27,6447.24,0.10963455149501661,50834.8,1971.0633333333335,TN,4.1,53000.0,1440.0,100.0,79.0,Personal,3300.0,48,11.53,Home Improvement,0.0,Branch,1075,I,649,12,6.8,81.6,78700.0,0.0,2,2,0,0,0.3
107157,554390,18,2,2014,Email,REF0000,Active3,9,2,0,1,38,41500.0,5.2,Self-employed,Bachelor,Married,2,3458.0,1315.84,1753.92,0.888,0.8876414457831325,0.507,0.304,9940.8,9940.8,22759.2,3069.76,36837.12,4.8,209140.8,388.57,OH,4.5,56000.0,1230.0,92.0,78.0,Mortgage,199200.0,180,6.67,Refinance,0.873,Branch,1043,W,697,9,8.3,99.60000000000001,32700.0,0.0,2,2,0,0,0.334
107158,627411,9,2,2010,Phone,REF0000,Active2,14,1,1,1,61,20800.0,0.8,Full-time,High School,Divorced,0,1733.33,378.94,2111.32,1.437,1.4366884615384616,1.218,0.468,6645.6,6645.6,7554.4,2490.26,29883.120000000003,19.03846153846154,402645.6,-756.93,MO,4.4,55000.0,1610.0,89.0,73.0,Mortgage,396000.0,360,4.94,Home Purchase,0.667,Direct Mail,1060,I,736,11,4.0,48.0,14200.0,1.0,5,5,0,0,0.316
107159,568556,3,1,2015,Email,REF4135,A01,14,1,1,1,37,26600.0,2.9,Full-time,High School,Single,0,2217.0,543.17,534.0,0.486,0.48594135338345873,0.241,0.858,21879.0,21879.0,3621.0,1077.17,12926.04,0.6691729323308271,39679.0,1139.5,AZ,4.8,58000.0,1650.0,114.0,96.0,Credit Card,17800.0,0,16.99,Revolving Credit,0.0,Branch,1079,E,704,3,6.7,80.4,25500.0,0.0,1,1,0,0,0.219
107160,556881,8,4,2011,Phone,REF3105,A01,8,3,1,0,44,74100.0,1.4,Self-employed,Bachelor,Single,3,6175.0,2465.55,722.56,0.516,0.5162931174089069,0.117,0.338,35794.2,35794.2,70105.8,3188.11,38257.32,0.37516869095816463,63594.2,2986.89,CA,5.4,75000.0,1760.0,160.0,125.0,Personal,27800.0,48,11.3,Home Improvement,0.0,Branch,1049,H,740,16,14.1,169.2,105900.0,0.0,1,1,0,0,0.426
107161,599135,10,6,2022,Email,REF0000,Active3,13,3,1,1,50,48700.0,14.6,Self-employed,Graduate,Single,1,4058.33,1225.33,172.04,0.344,0.34432114989733054,0.042,0.424,43968.8,43968.8,59731.2,1397.37,16768.44,0.10882956878850103,49268.8,2660.96,NC,4.0,54000.0,1330.0,101.0,84.0,Personal,5300.0,36,10.41,Home Improvement,0.0,Direct Mail,1051,V,765,18,12.0,144.0,103700.0,0.0,1,1,0,0,0.358
107162,549904,12,2,2019,Email,REF0000,A01,14,2,1,1,46,54200.0,5.2,Full-time,Some College,Married,1,4516.67,1455.03,1650.73,0.688,0.6876221402214022,0.365,0.387,19659.6,19659.6,31140.4,3105.76,37269.12,4.455719557195572,261159.6,1410.91,IL,5.4,65000.0,1520.0,104.0,94.0,Mortgage,241500.0,360,7.27,Home Purchase,0.965,Broker,1064,H,731,18,14.6,175.2,50800.0,1.0,3,3,0,0,0.494
107163,634616,1,1,2022,Email,REF0000,Active1,11,1,1,1,45,51600.0,11.4,Full-time,Graduate,Single,1,4300.0,511.52,207.0,0.167,0.16709767441860465,0.048,0.053,3217.1,3217.1,57482.9,718.52,8622.24,0.13372093023255813,10117.1,3581.48,AZ,3.5,58000.0,1460.0,120.0,97.0,Unknown,6900.0,0,16.99,Revolving Credit,0.0,Online,1083,A,802,5,18.5,222.0,60700.0,0.0,0,0,0,0,0.337
107164,581545,21,0,2015,Email,REF0000,Active2,9,3,1,1,52,87800.0,5.8,Full-time,Bachelor,Married,1,7316.67,2380.08,1384.44,0.515,0.5145129840546697,0.189,0.113,0.0,12057.1,94642.9,3764.52,45174.24,2.7801822323462413,256157.1,3552.15,AZ,4.8,58000.0,1350.0,124.0,97.0,Mortgage,244100.0,360,5.49,Home Purchase,0.896,Online,1083,X,745,8,8.3,99.60000000000001,106700.0,0.0,1,1,0,0,0.276
107165,560173,7,4,2020,Phone,REF0000,A01,6,4,1,1,24,20000.0,6.7,Full-time,Some College,Single,2,1666.67,139.16,1581.55,1.032,1.032426,0.949,0.371,22890.7,22890.7,38809.3,1720.71,20648.52,8.33,189490.7,-54.043333333333294,TX,3.8,61000.0,1480.0,108.0,85.0,Mortgage,166600.0,180,7.89,Home Purchase,0.628,Broker,1005,C,710,8,6.0,72.0,61700.0,0.0,1,1,0,0,0.199
107166,634258,0,6,2011,Email,REF0000,Active3,8,2,1,0,59,41700.0,5.4,Full-time,Some College,Married,0,3475.0,918.92,414.25,0.384,0.38364604316546763,0.119,1.0,25300.0,25300.0,0.0,1333.17,15998.04,1.381294964028777,82900.0,2141.83,NY,5.5,72000.0,1990.0,132.0,108.0,Mortgage,57600.0,360,7.79,Home Purchase,0.844,Broker,999,A,685,14,14.0,168.0,25300.0,0.0,1,1,0,0,0.402
107167,585166,17,4,2017,Email,REF0000,Active1,13,2,0,0,50,42400.0,4.5,Full-time,Some College,Divorced,0,3533.0,1012.24,823.54,0.52,0.5195603773584906,0.233,0.716,34726.0,34726.0,13774.0,1835.78,22029.36,2.556603773584906,143126.0,1697.55,MI,5.3,57000.0,1290.0,96.0,91.0,Mortgage,108400.0,360,8.37,Home Purchase,0.828,Branch,1077,G,701,12,16.0,192.0,48500.0,0.0,2,2,1,0,0.359
107168,564667,21,3,2019,Email,REF0000,Active2,21,4,0,1,53,51700.0,5.8,Full-time,Bachelor,Married,2,4308.33,258.11,252.0,0.118,0.11840077369439073,0.058,0.439,26691.2,26691.2,34108.8,510.11,6121.32,0.16247582205029013,35091.2,3798.22,NC,4.6,54000.0,1380.0,110.0,95.0,Credit Card,8400.0,0,18.11,Revolving Credit,0.0,Online,1049,V,723,7,12.1,145.2,60800.0,0.0,3,3,0,0,0.391
107169,558738,18,2,2010,Phone,REF0000,A01,4,3,1,1,23,21200.0,5.9,Full-time,Graduate,Single,1,1767.0,653.75,1260.82,1.084,1.0837188679245282,0.714,0.244,5734.0,5734.0,17766.0,1914.57,22974.84,11.066037735849056,240334.0,-147.9033333333332,CA,4.8,75000.0,1700.0,159.0,132.0,Mortgage,234600.0,360,5.01,Refinance,0.851,Online,1043,V,679,6,5.0,60.0,23500.0,0.0,0,0,1,0,0.201
107170,608231,18,4,2016,Email,REF0000,A01,6,3,0,1,35,21000.0,13.6,Full-time,Bachelor,Married,0,1750.0,693.92,483.76,0.673,0.6729599999999999,0.276,0.204,9649.2,9649.2,37650.8,1177.68,14132.159999999998,0.6904761904761905,24149.2,572.32,MA,4.3,81000.0,1910.0,147.0,129.0,Personal,14500.0,36,12.31,Home Improvement,0.0,Online,1096,E,679,9,17.0,204.0,47300.0,0.0,4,4,0,1,0.482
107171,571626,14,4,2015,Phone,REF0000,A01,8,4,0,1,34,84200.0,8.3,Full-time,Some College,Single,2,7016.67,1276.02,2184.32,0.493,0.49316009501187646,0.311,0.643,79539.1,79539.1,44160.9,3460.34,41524.08,5.119952494061757,510639.1,3556.33,NY,5.5,72000.0,1690.0,137.0,107.0,Mortgage,431100.0,360,4.5,Home Purchase,0.875,Online,997,W,709,13,16.0,192.0,123700.0,0.0,0,0,0,0,0.327
107172,580645,17,1,2016,Email,REF0000,Active1,11,4,0,1,40,33900.0,6.8,Full-time,Advanced,Married,3,2825.0,548.44,186.0,0.26,0.2599787610619469,0.066,0.072,2736.0,2736.0,35264.0,734.44,8813.28,0.18289085545722714,8936.0,2090.56,NY,5.0,72000.0,1550.0,140.0,110.0,Credit Card,6200.0,0,16.88,Revolving Credit,0.0,Broker,1004,G,733,3,12.4,148.8,38000.0,0.0,2,2,0,0,0.331
107173,555599,12,6,2012,Mail,REF0000,Active3,8,2,1,0,31,30900.0,7.4,Self-employed,Some College,Single,1,2575.0,807.6,393.5,0.466,0.46644660194174753,0.153,0.296,24775.2,24775.2,58924.8,1201.1,14413.199999999999,0.4886731391585761,39875.2,1373.9,PA,4.3,61000.0,1480.0,96.0,79.0,Personal,15100.0,48,11.44,Debt Consolidation,0.0,Broker,1013,I,709,5,7.8,93.6,83700.0,0.0,1,1,0,0,0.314
107174,563827,3,2,2019,Email,REF0000,Active1,8,2,1,1,45,82100.0,5.7,Full-time,High School,Married,0,6841.67,2182.57,817.07,0.438,0.43843702801461637,0.119,0.679,86368.8,86368.8,40831.2,2999.64,35995.68000000001,0.3702801461632156,116768.8,3842.0266666666666,GA,4.2,58000.0,1310.0,112.0,94.0,Personal,30400.0,48,13.1,Debt Consolidation,0.0,Branch,1001,H,711,16,3.3,39.599999999999994,127200.0,0.0,0,0,0,0,0.406
107175,592495,8,4,2017,Mail,REF0000,Active3,11,3,0,1,42,39100.0,8.9,Full-time,Advanced,Married,0,3258.0,613.93,2017.48,0.808,0.8075938618925831,0.619,0.238,29226.4,29226.4,93573.6,2631.41,31576.92,8.442455242966751,359326.4,626.92,IL,5.0,65000.0,1360.0,101.0,86.0,Mortgage,330100.0,360,6.18,Refinance,0.763,Broker,1070,P,723,5,3.4,40.8,122800.0,0.0,2,2,1,0,0.246
107176,629693,9,1,2022,Email,REF0000,Active3,8,2,1,0,36,27200.0,8.0,Part-time,Some College,Married,0,2267.0,153.48,349.22,0.222,0.22177941176470592,0.154,0.428,20929.2,20929.2,27970.8,502.70000000000005,6032.400000000001,0.4742647058823529,33829.2,1763.97,CA,4.8,75000.0,2110.0,156.0,129.0,Personal,12900.0,48,13.49,Debt Consolidation,0.0,Branch,1043,M,677,2,0.0,0.0,48900.0,0.0,2,2,0,0,0.128
107177,582694,5,0,2022,Phone,REF0000,Active2,7,3,1,1,44,105900.0,9.6,Self-employed,Graduate,Married,1,8825.0,1026.81,1191.39,0.251,0.2513541076487252,0.135,0.879,142222.2,142222.2,19577.79999999999,2218.2,26618.399999999998,1.6978281397544854,322022.2,6606.8,CA,5.4,75000.0,2040.0,160.0,136.0,Mortgage,179800.0,360,6.96,Home Purchase,0.796,Online,1048,Q,667,11,2.3,27.599999999999998,161800.0,0.0,1,1,0,0,0.35
107178,612489,1,3,2023,Phone,REF0000,Active1,11,1,1,0,35,34100.0,4.6,Full-time,Graduate,Single,0,2842.0,1059.82,378.0,0.506,0.5059777126099707,0.133,0.142,10011.0,10011.0,60489.0,1437.82,17253.84,0.36950146627565983,22611.0,1403.85,MA,3.6,81000.0,1910.0,143.0,116.0,Credit Card,12600.0,0,16.74,Revolving Credit,0.0,Online,1096,V,735,9,16.0,192.0,70500.0,0.0,1,1,0,0,0.414
107179,576450,21,4,2013,Phone,REF0000,A01,4,0,1,0,25,66200.0,5.2,Unknown,High School,Married,3,5517.0,871.37,159.0,0.187,0.18677401812688818,0.029,0.573,73859.7,73859.7,55040.3,1030.37,12364.439999999999,0.08006042296072508,79159.7,4486.3,TX,4.0,61000.0,1390.0,106.0,90.0,Credit Card,5300.0,0,17.31,Revolving Credit,0.0,Branch,1001,A,676,9,0.9,10.8,128900.0,0.0,3,3,0,0,0.133
107180,621659,23,1,2018,Phone,REF0000,Active1,15,2,0,1,43,80600.0,9.3,Full-time,Graduate,Divorced,2,6716.67,2498.34,261.0,0.411,0.41081985111662533,0.039,0.273,32459.7,32459.7,86440.3,2759.34,33112.08,0.10794044665012408,41159.7,3957.326666666667,TN,4.2,53000.0,1370.0,96.0,81.0,Credit Card,8700.0,0,16.98,Revolving Credit,0.0,Branch,1073,Q,770,6,4.3,51.599999999999994,118900.0,0.0,3,3,0,0,0.17
107181,570292,7,1,2018,Email,REF0000,Active3,13,1,0,1,58,70300.0,1.8,Self-employed,Advanced,Married,3,5858.33,1891.0,1180.84,0.524,0.5243539118065434,0.202,0.458,82119.4,82119.4,97180.6,3071.84,36862.08,0.36415362731152207,107719.4,2786.49,MI,6.0,57000.0,1440.0,100.0,78.0,Personal,25600.0,24,9.96,Home Improvement,0.0,Online,1073,E,807,13,10.7,128.39999999999998,179300.0,0.0,4,4,0,0,0.446
107182,624372,8,2,2011,Email,REF4397,Active,6,1,1,1,22,20000.0,4.6,Full-time,Some College,Single,1,1666.67,421.34,552.0,0.584,0.584004,0.331,0.652,38598.4,38598.4,20601.6,973.34,11680.079999999998,0.92,56998.4,693.33,TX,4.5,61000.0,1560.0,98.0,85.0,Unknown,18400.0,0,17.78,Revolving Credit,0.0,Online,997,N,689,6,4.0,48.0,59200.0,0.0,2,2,0,0,0.134
107183,624896,12,3,2017,Phone,REF0000,Active1,3,1,1,0,18,20000.0,0.3,Part-time,High School,Married,3,1666.67,595.15,2457.1,1.831,1.8313499999999998,1.474,0.422,17808.4,17808.4,24391.6,3052.25,36627.0,16.775,353308.4,-1385.5833333333333,NY,5.0,72000.0,2100.0,137.0,119.0,Mortgage,335500.0,360,7.98,Home Purchase,0.9,Direct Mail,1002,J,639,4,0.0,0.0,42200.0,0.0,2,2,0,0,0.141
107184,581529,6,1,2015,Mail,REF0000,Active,13,0,1,1,56,20000.0,3.5,Full-time,Bachelor,Married,3,1666.67,442.57,761.05,0.722,0.7221719999999999,0.457,0.471,12293.1,12293.1,13806.9,1203.62,14443.439999999999,1.145,35193.1,463.04666666666685,TX,3.8,61000.0,1400.0,102.0,83.0,Personal,22900.0,36,12.04,Debt Consolidation,0.0,Broker,1006,G,739,4,10.2,122.39999999999999,26100.0,0.0,3,3,0,0,0.178
107185,578990,18,6,2016,Phone,REF0000,Active,10,1,0,0,47,56600.0,4.3,Self-employed,Some College,Married,1,4717.0,1160.75,1313.5,0.525,0.5245759717314488,0.278,0.649,92093.1,92093.1,49806.9,2474.25,29691.0,3.1537102473498235,270593.1,2242.416666666667,PA,5.2,61000.0,1530.0,102.0,87.0,Mortgage,178500.0,360,8.03,Home Purchase,0.588,Broker,1013,F,698,11,11.0,132.0,141900.0,0.0,4,4,1,0,0.431
107186,547875,6,5,2010,Email,REF2459,Active3,11,2,0,0,44,20000.0,6.1,Self-employed,High School,Married,2,1667.0,656.39,429.0,0.651,0.6512339999999999,0.257,0.664,15139.2,15139.2,7660.799999999999,1085.3899999999999,13024.679999999998,0.715,29439.2,581.2766666666669,AZ,4.9,58000.0,1490.0,120.0,91.0,Credit Card,14300.0,0,18.89,Revolving Credit,0.0,Branch,1088,V,712,10,0.9,10.8,22800.0,0.0,0,0,0,0,0.188
107187,612850,7,5,2018,Email,REF0000,Active1,8,3,1,0,35,39600.0,12.4,Self-employed,Bachelor,Single,2,3300.0,598.63,2210.13,0.851,0.851139393939394,0.67,0.48,38592.0,38592.0,41808.0,2808.76,33705.12,6.267676767676767,286792.0,491.24,CA,5.8,75000.0,1670.0,153.0,122.0,Mortgage,248200.0,180,6.85,Home Purchase,0.845,Online,1042,I,713,5,1.9,22.799999999999997,80400.0,0.0,2,2,0,0,0.115
107188,642813,1,4,2017,Email,REF4223,Active2,23,2,0,0,56,26600.0,4.1,Full-time,Some College,Married,0,2217.0,679.11,1104.54,0.805,0.804654135338346,0.498,0.675,29092.5,29092.5,14007.5,1783.65,21403.800000000003,1.1954887218045114,60892.5,433.02,TX,4.7,61000.0,1470.0,109.0,90.0,Personal,31800.0,36,15.14,Other,0.0,Online,1001,E,696,14,6.7,80.4,43100.0,0.0,2,2,0,0,0.419
107189,566521,19,5,2020,Mail,REF0000,Active1,7,0,1,1,26,25400.0,9.0,Full-time,Some College,Married,1,2117.0,806.83,99.0,0.428,0.42795118110236224,0.047,0.547,25599.6,25599.6,21200.4,905.83,10869.960000000001,0.12992125984251968,28899.6,1210.84,FL,4.7,55000.0,1530.0,112.0,89.0,Credit Card,3300.0,0,16.03,Revolving Credit,0.0,Broker,1082,I,678,1,8.0,96.0,46800.0,0.0,3,3,0,0,0.112
107190,607740,8,5,2019,Email,REF0000,Active3,6,3,1,0,38,46200.0,2.5,Self-employed,Bachelor,Single,2,3850.0,1352.68,117.0,0.382,0.3817350649350649,0.03,0.394,39478.8,39478.8,60721.2,1469.68,17636.16,0.08441558441558442,43378.8,2380.32,MA,4.4,81000.0,2140.0,143.0,117.0,Credit Card,3900.0,0,18.0,Revolving Credit,0.0,Branch,1093,E,711,8,4.6,55.199999999999996,100200.0,0.0,2,2,0,0,0.276
107191,583581,2,3,2015,Email,REF0000,A01,12,6,1,1,52,44900.0,3.3,Full-time,Some College,Married,2,3741.67,351.29,753.84,0.295,0.29535768374164817,0.201,0.708,54162.0,54162.0,22338.0,1105.13,13261.560000000001,0.5100222717149221,77062.0,2636.5366666666664,NY,4.4,72000.0,1540.0,140.0,120.0,Personal,22900.0,36,11.38,Medical,0.0,Online,1002,E,747,12,12.0,144.0,76500.0,0.0,3,3,0,0,0.432
107192,627162,1,3,2014,Email,REF0000,Active1,6,4,0,1,33,47100.0,4.7,Self-employed,Some College,Married,4,3925.0,773.27,2019.56,0.712,0.7115490445859872,0.515,0.663,59205.9,59205.9,30094.1,2792.83,33513.96,7.053078556263269,391405.9,1132.17,MO,4.2,55000.0,1410.0,98.0,77.0,Mortgage,332200.0,360,6.13,Refinance,0.844,Online,1058,I,701,11,10.8,129.60000000000002,89300.0,0.0,3,3,0,0,0.249
