age,annual_income,employment_length,employment_type,education,marital_status,num_dependents,monthly_income,existing_monthly_debt,monthly_payment,debt_to_income_ratio,payment_to_income_ratio,credit_score,num_credit_accounts,num_delinquencies_2yrs,num_inquiries_6mo,recent_inquiry_count,credit_utilization,available_credit,loan_amount,loan_term,interest_rate,loan_to_value_ratio,total_debt_amount,monthly_free_cash_flow
48,28400.0,5.4,Full-time,High School,Married,1,2366.67,765.44,1605.4,1.002,0.678,701,7,0.0,2,2,0.75,13350.0,274800.0,360,5.76,0.713,314850.0,-4.17
23,27800.0,5.2,Self-employed,Bachelor,Single,0,2316.67,820.29,3810.79,1.999,1.645,741,5,0.0,0,0,0.856,5976.0,447000.0,180,6.16,0.924,482524.0,-2314.41
41,20000.0,0.2,Self-employed,High School,Married,1,1666.67,276.88,594.0,0.523,0.356,674,3,0.0,3,3,0.507,11832.0,6700.0,12,11.59,0.0,18868.0,795.7866666666667
49,50300.0,2.7,Full-time,Bachelor,Single,2,4191.67,361.93,4670.22,1.201,1.114,694,9,0.0,2,2,0.523,24851.7,638900.0,360,7.96,0.672,666148.3,-840.48
41,26700.0,8.4,Full-time,Some College,Divorced,0,2225.0,291.15,616.62,0.408,0.277,691,11,0.0,0,0,0.469,39878.1,23600.0,48,11.58,0.0,58821.9,1317.23
42,23500.0,10.5,Full-time,High School,Married,1,1958.33,547.28,747.97,0.661,0.382,759,11,0.0,1,1,0.267,25068.6,22400.0,36,12.37,0.0,31531.4,663.0833333333333
34,57400.0,6.1,Full-time,Some College,Single,1,4783.33,1360.66,1066.45,0.507,0.223,754,11,1.0,3,3,0.054,149089.6,40100.0,48,12.53,0.0,48610.4,2356.22
48,34500.0,0.0,Unknown,Some College,Divorced,0,2875.0,324.85,240.0,0.196,0.083,686,19,0.0,1,1,0.393,29560.9,8000.0,0,18.41,0.0,27139.1,2310.15
38,30400.0,6.6,Full-time,Bachelor,Single,0,2533.33,872.49,712.24,0.626,0.281,747,10,0.0,1,1,0.667,16383.6,145300.0,360,4.22,0.869,178116.4,948.6033333333335
34,47500.0,7.2,Self-employed,Graduate,Married,2,3958.33,284.73,288.06,0.145,0.073,726,16,0.0,2,2,0.542,25098.4,8900.0,36,10.21,0.0,38601.6,3385.54
40,54600.0,6.9,Full-time,Bachelor,Married,2,4550.0,1798.15,1023.52,0.62,0.225,746,5,0.0,4,4,0.834,9661.2,31200.0,36,11.14,0.0,79738.8,1728.33
69,22000.0,7.1,Self-employed,Some College,Married,0,1833.0,163.36,1778.35,1.059,0.97,749,10,0.0,1,1,0.482,10929.8,365400.0,360,4.16,0.765,375570.2,-108.38
38,27200.0,5.9,Full-time,High School,Single,0,2266.67,243.11,2470.66,1.197,1.09,707,4,0.0,2,2,0.489,26316.5,436100.0,360,5.48,0.755,461283.5,-447.1
55,81700.0,6.7,Full-time,Advanced,Married,1,6808.33,2212.46,1014.94,0.474,0.149,799,18,0.0,2,2,0.578,101702.0,207300.0,360,4.21,0.739,346598.0,3580.93
32,52500.0,4.1,Part-time,Graduate,Divorced,1,4375.0,664.73,2848.14,0.803,0.651,767,9,0.0,1,1,0.412,90787.2,31600.0,12,14.73,0.0,95212.8,862.1300000000001
25,35200.0,7.1,Contract,Some College,Married,1,2933.33,906.74,93.75,0.341,0.032,721,8,0.0,3,3,0.233,72941.7,3700.0,48,9.95,0.0,25858.3,1932.84
40,73700.0,3.4,Full-time,Graduate,Married,4,6141.67,1404.64,324.6,0.282,0.053,710,10,0.0,3,3,0.847,7298.1,14500.0,60,12.28,0.0,54901.9,4412.43
19,24600.0,1.1,Full-time,Some College,Married,1,2050.0,296.22,1149.84,0.705,0.561,632,0,0.0,2,2,0.604,6375.6,175300.0,360,6.86,0.791,185024.4,603.94
43,51600.0,4.7,Full-time,Some College,Married,1,4300.0,410.06,3198.02,0.839,0.744,751,10,0.0,2,2,0.561,26647.3,582400.0,360,5.2,0.698,616452.7,691.92
29,24700.0,7.0,Full-time,Advanced,Single,1,2058.33,337.55,734.5,0.521,0.357,664,7,0.0,1,1,0.593,15628.8,22000.0,36,12.36,0.0,44771.2,986.28
42,23400.0,11.9,Contract,Bachelor,Married,1,1950.0,487.06,498.49,0.505,0.256,717,3,0.0,0,0,0.738,17920.8,15200.0,36,11.12,0.0,65679.2,964.45
38,34900.0,3.9,Self-employed,High School,Married,1,2908.33,733.63,251.95,0.339,0.087,708,4,0.0,2,2,0.162,39805.0,7900.0,36,9.2,0.0,15595.0,1922.75
37,44300.0,4.2,Part-time,Graduate,Married,1,3691.67,509.65,2107.39,0.709,0.571,750,11,0.0,0,0,0.729,28400.800000000003,313900.0,360,7.09,0.745,390299.2,1074.6266666666666
31,90500.0,13.5,Full-time,Bachelor,Married,4,7541.67,1869.84,456.0,0.308,0.06,736,2,0.0,1,1,0.151,224051.1,15200.0,0,17.08,0.0,55048.9,5215.83
23,20000.0,5.9,Full-time,Bachelor,Single,1,1666.67,126.56,414.0,0.324,0.248,610,8,0.0,1,1,0.36,23616.0,13800.0,0,19.86,0.0,27084.0,1126.1066666666668
40,62100.0,1.1,Full-time,Graduate,Married,2,5175.0,1889.7,731.9,0.507,0.141,726,6,0.0,1,1,0.311,93910.7,108800.0,360,7.11,0.802,151189.3,2553.4
33,89200.0,3.2,Full-time,Advanced,Married,2,7433.0,1002.91,1209.74,0.298,0.163,782,6,0.0,2,2,0.373,103016.1,268400.0,360,3.53,0.688,329683.9,5220.6833333333325
33,62600.0,5.5,Full-time,Bachelor,Married,2,5216.67,1242.2,3306.26,0.872,0.634,751,10,0.0,0,0,0.269,36330.7,579100.0,360,5.55,0.87,592469.3,668.21
25,66300.0,7.7,Contract,Advanced,Single,1,5525.0,632.98,63.0,0.126,0.011,699,11,0.0,1,1,0.259,114484.5,2100.0,0,18.66,0.0,42115.5,4829.02
25,20000.0,1.4,Self-employed,Bachelor,Single,1,1666.67,439.64,784.63,0.735,0.471,627,2,0.0,2,2,0.485,15553.0,23000.0,36,13.87,0.0,37647.0,442.4
50,88900.0,6.6,Part-time,Advanced,Single,1,7408.33,1422.04,782.07,0.298,0.106,794,8,0.0,1,1,0.593,122344.2,17200.0,24,8.53,0.0,195455.8,5204.22
24,20000.0,2.5,Full-time,Bachelor,Married,0,1666.67,608.9,741.41,0.81,0.445,671,5,0.0,1,1,0.712,16819.2,108900.0,360,7.23,0.853,150480.8,316.36
28,64900.0,5.4,Full-time,Graduate,Married,1,5408.33,1211.55,249.0,0.27,0.046,698,8,1.0,2,2,0.482,53820.2,8300.0,0,16.45,0.0,58379.8,3947.78
32,22700.0,4.7,Part-time,Advanced,Married,1,1891.67,241.75,1236.82,0.782,0.654,732,2,0.0,1,1,0.228,15826.0,14000.0,12,10.92,0.0,18674.0,413.1
47,150200.0,14.7,Self-employed,Bachelor,Married,1,12516.67,1895.22,269.69,0.173,0.022,750,8,0.0,4,4,0.34,226182.0,10700.0,48,9.67,0.0,127218.0,10351.76
35,54200.0,10.7,Full-time,Bachelor,Married,1,4517.0,1308.73,225.0,0.34,0.05,815,9,0.0,2,2,0.086,59044.4,7500.0,0,15.31,0.0,13055.6,2982.94
31,20000.0,6.1,Contract,High School,Single,0,1666.67,303.62,125.15,0.257,0.075,603,6,0.0,2,2,0.634,18519.6,4400.0,48,16.2,0.0,36480.4,1237.9
32,86500.0,2.7,Full-time,Bachelor,Married,2,7208.33,1643.26,282.0,0.267,0.039,751,10,0.0,4,4,0.205,73776.0,9400.0,0,17.95,0.0,28424.0,5283.07
38,63900.0,8.3,Full-time,Bachelor,Married,0,5325.0,967.3,138.0,0.208,0.026,696,8,0.0,1,1,0.245,30351.0,4600.0,0,17.04,0.0,14449.0,4219.7
39,65700.0,7.3,Full-time,Some College,Single,1,5475.0,584.67,855.29,0.263,0.156,675,9,0.0,1,1,0.294,27463.4,25000.0,36,14.07,0.0,36436.6,4035.04
32,61700.0,5.2,Full-time,Bachelor,Married,1,5141.67,1077.58,447.0,0.297,0.087,721,16,0.0,1,1,0.11,110716.0,14900.0,0,17.44,0.0,28584.0,3617.09
36,69800.0,6.1,Full-time,Graduate,Married,2,5817.0,1983.84,614.77,0.447,0.106,775,9,0.0,1,1,0.135,92382.0,102100.0,360,6.04,0.835,116518.0,3218.06
35,63200.0,2.5,Full-time,High School,Married,4,5266.67,2083.0,51.28,0.405,0.01,679,6,0.0,1,1,0.408,61390.4,1100.0,24,11.03,0.0,43409.6,3132.39
35,60600.0,5.0,Full-time,Bachelor,Married,1,5050.0,1001.41,2771.45,0.747,0.549,777,3,0.0,2,2,0.348,56006.8,524600.0,360,4.86,0.877,554493.2,1277.14
26,32100.0,7.6,Self-employed,Some College,Single,0,2675.0,799.53,1804.65,0.974,0.675,670,4,0.0,1,1,0.77,6049.0,221900.0,360,9.12,0.724,242151.0,70.81999999999971
46,30700.0,7.2,Self-employed,Some College,Single,0,2558.33,657.35,541.41,0.469,0.212,689,6,0.0,5,5,0.397,35697.6,11700.0,24,10.28,0.0,35202.4,1359.57
48,28900.0,6.0,Unknown,Bachelor,Single,3,2408.33,323.63,706.22,0.428,0.293,720,4,0.0,3,3,0.423,29427.0,27100.0,48,11.44,0.0,48673.0,1378.48
51,34500.0,7.6,Full-time,Advanced,Single,2,2875.0,1028.07,747.79,0.618,0.26,786,15,0.0,0,0,0.5,49250.0,22200.0,36,12.98,0.0,71450.0,1099.14
39,45500.0,7.9,Full-time,Some College,Divorced,1,3791.67,1146.25,2418.92,0.94,0.638,671,13,0.0,0,0,0.249,78254.2,330600.0,360,7.97,0.816,356545.8,226.5
38,88300.0,12.2,Contract,Graduate,Single,0,7358.0,1171.89,885.54,0.28,0.12,734,13,0.0,1,1,0.509,69672.9,168200.0,360,4.83,0.742,240427.1,5300.9
41,57300.0,5.8,Unknown,Graduate,Married,2,4775.0,1443.04,377.19,0.381,0.079,798,12,0.0,2,2,0.051,43179.5,11600.0,36,10.53,0.0,13920.5,2954.77
19,20000.0,1.6,Full-time,Bachelor,Single,0,1666.67,307.13,1342.64,0.99,0.806,691,3,0.0,0,0,0.349,37562.7,137900.0,180,8.31,0.68,158037.3,16.9
41,67600.0,1.7,Full-time,Bachelor,Married,0,5633.33,1129.33,249.0,0.245,0.044,711,8,0.0,2,2,0.316,31122.0,8300.0,0,17.86,0.0,22678.0,4255.0
68,20000.0,6.4,Unknown,High School,Married,2,1667.0,244.78,234.0,0.287,0.14,734,7,0.0,3,3,0.553,15153.3,7800.0,0,15.84,0.0,26546.7,1187.89
30,47400.0,4.2,Self-employed,Some College,Married,0,3950.0,906.79,1861.17,0.701,0.471,744,5,0.0,3,3,0.448,75679.2,363900.0,360,4.58,0.592,425320.8,1182.04
53,58500.0,6.4,Full-time,Bachelor,Married,1,4875.0,277.14,603.0,0.181,0.124,706,11,0.0,0,0,0.298,116040.6,20100.0,0,18.62,0.0,69359.4,3994.86
56,26700.0,3.9,Contract,High School,Married,0,2225.0,750.27,183.0,0.419,0.082,739,15,0.0,2,2,0.753,18401.5,6100.0,0,18.34,0.0,62198.5,1291.73
39,52300.0,6.2,Full-time,Bachelor,Married,1,4358.0,1334.59,2083.4,0.784,0.478,761,7,0.0,2,2,0.383,75644.2,337300.0,360,6.28,0.855,384255.8,940.34
39,20000.0,0.8,Self-employed,Some College,Single,3,1667.0,638.15,527.61,0.699,0.317,698,2,0.0,1,1,0.356,13137.6,23100.0,60,13.17,0.0,30362.4,500.90666666666675
47,140500.0,5.7,Self-employed,Bachelor,Married,0,11708.33,2430.04,899.75,0.284,0.077,733,8,0.0,0,0,0.781,72883.20000000001,144600.0,360,6.35,0.823,404516.8,8378.54
47,42100.0,6.4,Full-time,High School,Married,3,3508.0,435.04,660.61,0.312,0.188,718,4,0.0,1,1,0.602,46844.6,20500.0,36,9.91,0.0,91355.4,2412.68
33,42700.0,3.3,Full-time,Bachelor,Single,0,3558.0,1389.81,1810.07,0.899,0.509,747,7,0.0,2,2,0.383,18448.3,274000.0,360,6.93,0.874,285451.7,358.4533333333334
21,22000.0,2.7,Full-time,Some College,Single,0,1833.0,394.14,321.0,0.39,0.175,635,16,0.0,0,0,0.808,6278.4,10700.0,0,18.33,0.0,37121.6,1118.19
33,31200.0,2.0,Full-time,Some College,Married,0,2600.0,814.54,999.88,0.698,0.385,681,12,0.0,2,2,0.84,8032.0,21300.0,24,11.72,0.0,63468.0,785.58
30,27700.0,1.2,Full-time,Some College,Single,0,2308.33,726.35,866.89,0.69,0.376,640,3,0.0,0,0,0.617,11260.2,122300.0,360,7.64,0.559,140439.8,715.09
28,34000.0,7.7,Full-time,High School,Single,1,2833.33,336.74,1439.07,0.627,0.508,668,7,0.0,2,2,0.727,11575.2,215000.0,360,7.06,0.68,245824.8,1057.5233333333335
36,54900.0,3.7,Part-time,Some College,Married,2,4575.0,403.79,1070.81,0.322,0.234,707,8,0.0,3,3,0.675,32272.5,182300.0,360,5.81,0.86,249327.5,3100.4
35,22400.0,7.8,Part-time,High School,Single,1,1867.0,545.02,276.0,0.44,0.148,635,18,0.0,3,3,0.764,8637.6,9200.0,0,18.99,0.0,37162.4,1045.65
28,20000.0,11.0,Contract,High School,Married,1,1666.67,630.96,280.66,0.547,0.168,705,6,0.0,0,0,0.348,25428.0,8500.0,36,11.59,0.0,22072.0,755.05
35,42400.0,6.2,Self-employed,Some College,Single,0,3533.33,1369.49,645.14,0.57,0.183,672,6,0.0,1,1,0.335,17556.0,27900.0,60,13.72,0.0,36744.0,1518.7
47,64700.0,6.8,Self-employed,Some College,Married,1,5391.67,1460.55,365.3,0.339,0.068,748,15,0.0,0,0,0.316,54583.2,11200.0,36,10.74,0.0,36416.8,3565.82
43,41100.0,4.9,Self-employed,Bachelor,Married,4,3425.0,669.62,318.26,0.288,0.093,668,11,0.0,0,0,0.458,33224.6,6600.0,24,14.44,0.0,34675.4,2437.12
56,49100.0,11.7,Full-time,Some College,Married,1,4092.0,1401.47,228.0,0.398,0.056,706,12,0.0,1,1,0.401,25996.6,7600.0,0,18.06,0.0,25003.4,2462.2
54,42300.0,8.2,Part-time,Advanced,Single,0,3525.0,1249.56,183.0,0.406,0.052,730,8,0.0,0,0,0.749,16716.6,6100.0,0,17.6,0.0,55983.4,2092.44
30,36300.0,4.4,Full-time,Bachelor,Single,0,3025.0,756.56,2634.68,1.121,0.871,699,2,0.0,0,0,0.432,24253.6,380900.0,360,7.39,0.963,399346.4,-366.24
52,98200.0,3.7,Full-time,Advanced,Divorced,0,8183.0,1357.9,488.1,0.226,0.06,808,12,0.0,1,1,0.37,77805.0,87800.0,360,5.31,0.775,133495.0,6337.33
56,82100.0,5.2,Full-time,Advanced,Divorced,0,6841.67,1396.15,799.93,0.321,0.117,782,15,0.0,0,0,0.299,143214.3,162800.0,360,4.24,0.915,223885.7,4645.59
42,20000.0,13.3,Full-time,Advanced,Married,2,1666.67,401.66,1517.62,1.152,0.911,685,6,0.0,1,1,0.738,3301.2,175100.0,180,6.42,0.787,184398.8,-252.61333333333323
46,26200.0,6.8,Full-time,Bachelor,Married,1,2183.33,590.32,551.52,0.523,0.253,756,4,0.0,0,0,0.567,25936.7,16600.0,36,12.02,0.0,50563.3,1041.49
30,28900.0,3.0,Part-time,Graduate,Single,1,2408.0,360.81,219.0,0.241,0.091,706,11,0.0,1,1,0.382,52282.8,7300.0,0,18.13,0.0,39617.2,1828.5233333333335
63,20000.0,6.8,Self-employed,Some College,Married,1,1666.67,418.15,1975.71,1.436,1.185,788,13,0.0,2,2,0.363,18664.1,231600.0,180,6.17,0.889,242235.9,-727.19
41,59000.0,1.5,Full-time,Advanced,Married,2,4917.0,358.79,534.83,0.182,0.109,759,5,0.0,2,2,0.794,33063.0,16100.0,36,12.01,0.0,143537.0,4023.05
52,27500.0,8.3,Full-time,Some College,Divorced,0,2292.0,731.17,387.93,0.488,0.169,719,15,0.0,2,2,0.304,40020.0,14900.0,48,11.39,0.0,32380.0,1172.57
47,34100.0,4.1,Full-time,Bachelor,Married,2,2841.67,565.65,792.36,0.478,0.279,671,19,0.0,0,0,0.48,27508.0,113100.0,360,7.52,0.614,138492.0,1483.66
48,56200.0,2.9,Full-time,Graduate,Married,2,4683.0,1428.4,962.5,0.511,0.206,792,15,0.0,3,3,0.1,146700.0,20900.0,24,9.8,0.0,37200.0,2292.43
41,55000.0,3.2,Full-time,Some College,Married,0,4583.33,1753.96,1708.56,0.755,0.373,674,5,0.0,4,4,0.577,35574.3,19100.0,12,13.29,0.0,67625.7,1120.81
32,36500.0,5.2,Full-time,Some College,Married,1,3041.67,324.99,207.0,0.175,0.068,714,15,0.0,1,1,0.242,62610.8,6900.0,0,19.43,0.0,26889.2,2509.68
41,46300.0,0.3,Full-time,High School,Single,2,3858.0,326.94,282.0,0.158,0.073,736,8,0.0,1,1,0.435,68986.5,9400.0,0,15.32,0.0,62513.5,3249.39
56,57900.0,2.3,Unknown,High School,Single,1,4825.0,1141.55,1694.99,0.588,0.351,742,14,0.0,2,2,0.502,20816.4,336100.0,360,4.46,0.705,357083.6,1988.46
19,20000.0,5.2,Self-employed,Graduate,Single,0,1666.67,444.21,479.46,0.554,0.288,738,16,0.0,1,1,0.695,11498.5,18600.0,48,10.86,0.0,44801.5,743.0
22,30100.0,4.3,Full-time,Advanced,Single,1,2508.0,392.55,1920.4,0.922,0.766,765,5,0.0,0,0,0.579,37932.1,352500.0,360,5.13,0.74,404667.9,195.38
47,42600.0,2.2,Full-time,High School,Married,2,3550.0,212.36,917.92,0.318,0.259,713,11,0.0,1,1,0.292,30231.6,27700.0,36,11.84,0.0,40168.4,2419.72
20,31400.0,1.3,Full-time,Some College,Married,3,2616.67,826.66,1391.89,0.848,0.532,686,4,0.0,1,1,0.576,10303.2,227500.0,360,6.19,0.902,241496.8,398.12
34,37100.0,1.6,Full-time,Some College,Single,0,3091.67,1193.81,304.52,0.485,0.098,724,3,0.0,1,1,0.483,14889.6,9100.0,36,12.52,0.0,23010.4,1593.3366666666666
47,90200.0,2.8,Self-employed,Advanced,Single,1,7517.0,2726.85,893.02,0.482,0.119,786,9,0.0,1,1,0.336,54381.6,27400.0,36,10.69,0.0,54918.4,3896.8
34,41300.0,2.6,Full-time,Bachelor,Single,0,3441.67,610.77,513.0,0.327,0.149,702,12,0.0,0,0,0.373,53232.3,17100.0,0,18.66,0.0,48767.7,2317.9
50,35700.0,1.8,Part-time,Some College,Single,0,2975.0,235.8,675.22,0.306,0.227,730,13,0.0,3,3,0.568,41860.8,123800.0,360,5.14,0.775,178839.2,2063.98
51,62400.0,12.9,Contract,Some College,Married,1,5200.0,709.69,933.41,0.316,0.18,715,12,0.0,2,2,0.283,91489.2,196700.0,360,3.95,0.754,232810.8,3556.9
50,23700.0,11.8,Full-time,High School,Married,1,1975.0,106.39,432.8,0.273,0.219,764,6,0.0,1,1,0.238,50825.4,17100.0,48,9.89,0.0,32974.6,1435.81
36,50500.0,2.8,Full-time,Advanced,Single,0,4208.33,284.26,3715.01,0.95,0.883,732,5,0.0,2,2,0.531,60735.5,593300.0,360,6.41,0.676,662064.5,209.06
55,104100.0,2.8,Full-time,Some College,Married,3,8675.0,853.94,715.84,0.181,0.083,742,12,0.0,4,4,0.158,61550.2,27500.0,48,11.38,0.0,39049.8,7105.22
23,42800.0,5.1,Full-time,Some College,Single,0,3566.67,683.12,1289.64,0.553,0.362,652,6,0.0,2,2,0.292,73561.2,183900.0,360,7.53,0.671,214238.8,1593.91
45,32300.0,1.2,Unknown,Bachelor,Married,1,2691.67,555.61,359.46,0.34,0.134,712,14,0.0,1,1,0.471,18567.9,14000.0,48,10.65,0.0,30532.1,1776.6
32,20100.0,8.3,Contract,Some College,Single,1,1675.0,400.47,994.15,0.833,0.594,699,11,0.0,7,7,0.294,16802.8,30200.0,36,11.38,0.0,37197.2,280.38
30,20000.0,3.2,Full-time,High School,Married,3,1667.0,118.35,619.23,0.443,0.372,669,7,0.0,2,2,0.636,11393.2,18700.0,36,11.79,0.0,38606.8,929.09
51,82700.0,7.5,Full-time,Advanced,Divorced,0,6892.0,1406.11,2488.42,0.565,0.361,735,21,0.0,2,2,0.293,144652.2,424100.0,360,5.8,0.793,484047.8,2997.14
39,50500.0,12.2,Full-time,Bachelor,Married,3,4208.33,1395.94,219.48,0.384,0.052,724,12,0.0,3,3,0.648,33334.4,6700.0,36,11.04,0.0,68065.6,2592.913333333333
30,32700.0,3.9,Self-employed,Bachelor,Married,2,2725.0,415.96,855.36,0.467,0.314,699,5,0.0,0,0,0.726,10028.4,154900.0,360,5.25,0.744,181471.6,1453.68
44,56900.0,7.7,Part-time,Graduate,Married,0,4742.0,334.47,306.19,0.135,0.065,695,12,0.0,1,1,0.672,13710.400000000001,11300.0,48,13.54,0.0,39389.6,4101.01
25,20000.0,2.2,Full-time,Bachelor,Single,2,1667.0,381.3,626.88,0.605,0.376,673,7,0.0,1,1,0.665,18894.0,83600.0,360,8.23,0.906,121106.0,658.49
31,54200.0,2.6,Self-employed,Some College,Single,0,4516.67,347.86,511.55,0.19,0.113,705,5,0.0,1,1,0.143,91699.0,15700.0,36,10.67,0.0,31001.0,3657.26
34,21700.0,3.5,Full-time,Some College,Married,1,1808.33,298.05,1379.55,0.928,0.763,707,5,0.0,2,2,0.297,25659.5,281100.0,360,4.23,0.861,291940.5,130.73
21,20000.0,2.0,Self-employed,Bachelor,Single,0,1667.0,377.82,1025.83,0.842,0.615,623,24,0.0,0,0,0.381,10956.3,30100.0,36,13.8,0.0,36843.7,263.02
22,23900.0,2.7,Full-time,Bachelor,Single,1,1991.67,205.59,183.0,0.195,0.092,661,5,0.0,3,3,0.288,20505.6,6100.0,0,19.16,0.0,14394.4,1603.08
35,67100.0,10.5,Part-time,Bachelor,Single,0,5591.67,1211.17,685.91,0.339,0.123,717,7,0.0,0,0,0.582,50703.399999999994,26800.0,48,10.48,0.0,97396.6,3694.59
23,20000.0,5.8,Full-time,Some College,Single,0,1667.0,378.52,2998.13,2.026,1.799,644,7,0.0,4,4,0.521,21363.4,400200.0,360,8.22,0.832,423436.6,-1709.98
40,65600.0,3.8,Full-time,Graduate,Married,1,5466.67,986.91,2475.76,0.633,0.453,718,9,0.0,1,1,0.619,70142.1,428900.0,360,5.65,0.881,542857.9,2004.0
50,44900.0,3.7,Full-time,Some College,Married,4,3742.0,982.51,3034.0,1.073,0.811,773,4,0.0,1,1,0.161,110664.1,380400.0,180,5.13,0.633,401635.9,-274.84
29,72700.0,3.1,Self-employed,Graduate,Married,0,6058.33,1240.84,1014.15,0.372,0.167,751,1,0.0,2,2,0.34,58080.0,203000.0,360,4.38,0.923,232920.0,3803.34
36,32000.0,0.7,Full-time,Bachelor,Divorced,1,2667.0,475.95,297.2,0.29,0.111,752,3,0.0,1,1,0.524,38794.0,51600.0,360,5.63,0.748,94306.0,1893.52
20,25600.0,2.3,Full-time,High School,Single,1,2133.0,313.42,198.0,0.24,0.093,742,3,0.0,0,0,0.17,24402.0,6600.0,0,16.86,0.0,11598.0,1621.9133333333334
54,37300.0,6.5,Full-time,Graduate,Divorced,0,3108.33,456.38,713.52,0.376,0.23,736,5,0.0,2,2,0.477,21024.6,21700.0,36,11.3,0.0,40875.4,1938.43
40,59000.0,5.6,Full-time,Some College,Single,0,4917.0,1832.95,760.42,0.527,0.155,730,7,0.0,4,4,0.606,37272.4,142300.0,360,4.96,0.871,199627.6,2323.3
38,36800.0,2.0,Full-time,High School,Single,1,3066.67,1202.11,290.15,0.487,0.095,678,12,0.0,1,1,0.399,29749.5,13100.0,60,11.81,0.0,32850.5,1574.4066666666668
52,42300.0,7.6,Full-time,Bachelor,Single,1,3525.0,786.52,581.38,0.388,0.165,742,18,0.0,1,1,0.097,57159.9,18200.0,36,9.31,0.0,24340.1,2157.1
52,36200.0,5.3,Full-time,Some College,Married,2,3016.67,520.16,42.0,0.186,0.014,731,13,0.0,1,1,0.837,14409.2,1400.0,0,16.4,0.0,75390.8,2454.5066666666667
65,105100.0,9.9,Full-time,Bachelor,Married,2,8758.0,1347.69,333.12,0.192,0.038,755,14,0.0,0,0,0.572,140726.4,63200.0,360,4.84,0.806,251273.6,7077.52
50,55700.0,9.4,Full-time,High School,Married,1,4641.67,1431.22,3485.14,1.059,0.751,748,9,0.0,1,1,0.473,88746.8,478600.0,360,7.92,0.736,558253.2,-274.69
27,22100.0,5.6,Full-time,High School,Married,4,1842.0,408.25,2900.24,1.796,1.575,695,11,0.0,3,3,0.516,16456.0,358900.0,180,5.33,0.812,376444.0,-1466.823333333333
32,46800.0,1.1,Full-time,High School,Single,1,3900.0,1504.86,589.89,0.537,0.151,737,7,0.0,0,0,0.585,42330.0,18300.0,36,9.93,0.0,77970.0,1805.25
32,66500.0,3.1,Full-time,Bachelor,Married,2,5541.67,952.06,1592.3,0.459,0.287,754,11,0.0,3,3,0.361,124477.2,294600.0,360,5.06,0.85,364922.8,2997.31
45,107900.0,6.4,Full-time,Graduate,Married,3,8991.67,1945.12,345.0,0.255,0.038,737,6,0.0,0,0,0.113,265656.5,11500.0,0,15.95,0.0,45343.5,6701.55
53,64400.0,6.8,Full-time,Some College,Married,1,5366.67,530.51,781.01,0.244,0.146,775,13,0.0,2,2,0.464,79381.6,159900.0,360,4.19,0.662,228618.4,4055.15
45,123300.0,5.4,Self-employed,Bachelor,Married,1,10275.0,3620.82,687.73,0.419,0.067,736,11,0.0,0,0,0.503,108395.7,14700.0,24,11.38,0.0,124404.3,5966.45
35,45500.0,6.9,Full-time,High School,Single,1,3792.0,1022.97,135.0,0.305,0.036,757,8,0.0,2,2,0.368,27997.6,4500.0,0,17.06,0.0,20802.4,2633.6966666666667
38,43300.0,7.0,Full-time,High School,Married,1,3608.33,905.02,162.0,0.296,0.045,719,9,0.0,2,2,0.439,24684.0,5400.0,0,17.44,0.0,24716.0,2541.31
19,32300.0,1.0,Full-time,High School,Single,3,2691.67,673.12,1349.26,0.751,0.501,688,2,1.0,0,0,0.526,22657.2,219600.0,360,6.23,0.623,244742.8,669.2866666666664
46,96500.0,5.3,Full-time,Graduate,Divorced,0,8042.0,574.43,2434.8,0.374,0.303,724,13,0.0,2,2,0.198,243006.0,301500.0,180,5.32,0.936,361494.0,5032.4366666666665
43,45100.0,2.0,Full-time,Graduate,Married,0,3758.0,1435.67,3026.21,1.187,0.805,784,10,0.0,1,1,0.668,48173.2,521400.0,360,5.7,0.703,618326.8,-703.55
43,53000.0,8.2,Full-time,Bachelor,Married,1,4417.0,541.33,231.0,0.175,0.052,753,8,0.0,0,0,0.314,62974.8,7700.0,0,16.82,0.0,36525.2,3644.34
51,26100.0,5.2,Self-employed,Some College,Divorced,3,2175.0,703.9,125.87,0.382,0.058,704,9,0.0,0,0,0.642,19439.4,5800.0,60,10.92,0.0,40660.6,1345.23
35,33400.0,3.2,Full-time,Graduate,Married,0,2783.0,586.97,338.95,0.333,0.122,664,8,0.0,2,2,0.499,47043.9,12700.0,48,12.72,0.0,59556.1,1857.4133333333334
35,29500.0,0.2,Self-employed,Some College,Single,1,2458.33,215.53,269.28,0.197,0.11,732,9,0.0,3,3,0.261,48774.0,5800.0,24,10.61,0.0,23026.0,1973.52
58,32100.0,1.8,Part-time,Some College,Divorced,2,2675.0,620.65,445.96,0.399,0.167,759,8,0.0,1,1,0.558,32177.6,14200.0,36,8.15,0.0,54822.4,1608.39
47,39000.0,5.5,Full-time,Bachelor,Married,1,3250.0,256.58,231.0,0.15,0.071,723,13,0.0,1,1,0.485,33269.0,7700.0,0,15.87,0.0,39031.0,2762.42
27,21400.0,8.8,Full-time,Graduate,Single,1,1783.33,111.22,213.0,0.182,0.119,739,6,0.0,1,1,0.401,18569.0,7100.0,0,17.45,0.0,19531.0,1459.1133333333332
